Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Status
ld-p141-eau-de-parfum-piccolo-15-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/141_c.jpg,3,"Eau de Parfum „Piccolo“, 15 ml",,
ld-p165-kinder-duft-cubetto-50-ml,"Kinder-Duft „Cubetto“, 50 ml","<p>p165</p><p><strong>Gut zu wissen:</strong> Ohne Alkohol, dermatologisch mild — ein zarter, fruchtig-frischer Duft für Kinderhaut. 50 ml. KI-Design geschützt.</p>",LA DOCCIA,Parfümerie,"Parfümerie,edp,kinder,KI-Bild",TRUE,Title,Default Title,,,LD-P165,,shopify,25,deny,manual,39,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/165_a.jpg,1,"Kinder-Duft „Cubetto“, 50 ml",,active
ld-p165-kinder-duft-cubetto-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/165_b.jpg,2,"Kinder-Duft „Cubetto“, 50 ml",,
ld-p165-kinder-duft-cubetto-50-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/165_c.jpg,3,"Kinder-Duft „Cubetto“, 50 ml",,
ld-p162-eau-de-parfum-piccolo-vetro-15-ml,"Eau de Parfum „Piccolo Vetro“, 15 ml",<p>p162</p><p><strong>Gut zu wissen:</strong> Satinierte Glas-Edition — dieselbe Duftkomposition wie „Piccolo“. Design geschützt.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P162,,shopify,25,deny,manual,59,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/141_glas_a.jpg,1,"Eau de Parfum „Piccolo Vetro“, 15 ml",,active
ld-p162-eau-de-parfum-piccolo-vetro-15-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/141_glas_b.jpg,2,"Eau de Parfum „Piccolo Vetro“, 15 ml",,
ld-p162-eau-de-parfum-piccolo-vetro-15-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/141_glas_c.jpg,3,"Eau de Parfum „Piccolo Vetro“, 15 ml",,
ld-p142-eau-de-parfum-grattacielo-75-ml,"Eau de Parfum „Grattacielo“, 75 ml",<p>p142</p><p><strong>Gut zu wissen:</strong> 15 % Duftölanteil — der langlebigste Duft der Kollektion.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P142,,shopify,25,deny,manual,189,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/142_a.jpg,1,"Eau de Parfum „Grattacielo“, 75 ml",,active
ld-p142-eau-de-parfum-grattacielo-75-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/142_b.jpg,2,"Eau de Parfum „Grattacielo“, 75 ml",,
ld-p142-eau-de-parfum-grattacielo-75-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/142_c.jpg,3,"Eau de Parfum „Grattacielo“, 75 ml",,
ld-p163-eau-de-parfum-grattacielo-vetro-75-ml,"Eau de Parfum „Grattacielo Vetro“, 75 ml",<p>p163</p><p><strong>Gut zu wissen:</strong> Satinierte Glas-Edition — dieselbe Duftkomposition wie „Grattacielo“. Design geschützt.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P163,,shopify,25,deny,manual,189,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/142_glas_a.jpg,1,"Eau de Parfum „Grattacielo Vetro“, 75 ml",,active
ld-p163-eau-de-parfum-grattacielo-vetro-75-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/142_glas_b.jpg,2,"Eau de Parfum „Grattacielo Vetro“, 75 ml",,
ld-p163-eau-de-parfum-grattacielo-vetro-75-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/142_glas_c.jpg,3,"Eau de Parfum „Grattacielo Vetro“, 75 ml",,
ld-p143-daunenjacke-piuma,Daunenjacke „Piuma“,"<p>p143</p><p><strong>Gut zu wissen:</strong> Warm, leicht, wasserabweisend. Bei 30 °C im Schonwaschgang, mit Tennisbällen trocknen.</p><p><strong>Material:</strong> Recyceltes Polyamid, Daune (RDS)</p>",LA DOCCIA,Mode,"Mode,jacken,herren,KI-Bild",TRUE,Größe,S,Farbe,Schwarz,LD-P143-S-SCH,,shopify,25,deny,manual,399,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_schwarz.jpg,1,Daunenjacke „Piuma“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_schwarz.jpg,active
ld-p143-daunenjacke-piuma,,,,,,,,S,,Türkis,LD-P143-S-TÜR,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_tuerkis.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,S,,Weiß,LD-P143-S-WEI,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_weiss.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,M,,Schwarz,LD-P143-M-SCH,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_schwarz.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,M,,Türkis,LD-P143-M-TÜR,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_tuerkis.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,M,,Weiß,LD-P143-M-WEI,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_weiss.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,L,,Schwarz,LD-P143-L-SCH,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_schwarz.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,L,,Türkis,LD-P143-L-TÜR,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_tuerkis.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,L,,Weiß,LD-P143-L-WEI,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_weiss.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,XL,,Schwarz,LD-P143-XL-SCH,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_schwarz.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,XL,,Türkis,LD-P143-XL-TÜR,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_tuerkis.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,XL,,Weiß,LD-P143-XL-WEI,,shopify,25,deny,manual,399,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_weiss.jpg,
ld-p143-daunenjacke-piuma,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_schwarz_v2.jpg,2,Daunenjacke „Piuma“,,
ld-p143-daunenjacke-piuma,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/143_schwarz_v3.jpg,3,Daunenjacke „Piuma“,,
ld-p144-daunenjacke-piuma-donna,Daunenjacke „Piuma Donna“,"<p>p144</p><p><strong>Gut zu wissen:</strong> Warm, federleicht, wasserabweisend. Bei 30 °C im Schonwaschgang.</p><p><strong>Material:</strong> Recyceltes Polyamid, Daune (RDS)</p>",LA DOCCIA,Mode,"Mode,jacken,damen,KI-Bild",TRUE,Größe,XS,Farbe,Violett,LD-P144-XS-VIO,,shopify,25,deny,manual,379,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_violett.jpg,1,Daunenjacke „Piuma Donna“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_violett.jpg,active
ld-p144-daunenjacke-piuma-donna,,,,,,,,XS,,Weiß,LD-P144-XS-WEI,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_weiss.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,XS,,Orange,LD-P144-XS-ORA,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_orange.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,S,,Violett,LD-P144-S-VIO,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_violett.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,S,,Weiß,LD-P144-S-WEI,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_weiss.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,S,,Orange,LD-P144-S-ORA,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_orange.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,M,,Violett,LD-P144-M-VIO,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_violett.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,M,,Weiß,LD-P144-M-WEI,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_weiss.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,M,,Orange,LD-P144-M-ORA,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_orange.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,L,,Violett,LD-P144-L-VIO,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_violett.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,L,,Weiß,LD-P144-L-WEI,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_weiss.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,L,,Orange,LD-P144-L-ORA,,shopify,25,deny,manual,379,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_orange.jpg,
ld-p144-daunenjacke-piuma-donna,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_violett_v2.jpg,2,Daunenjacke „Piuma Donna“,,
ld-p144-daunenjacke-piuma-donna,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/144_violett_v3.jpg,3,Daunenjacke „Piuma Donna“,,
ld-p145-strickpullover-quadretti,Strickpullover „Quadretti“,"<p>p145</p><p><strong>Gut zu wissen:</strong> Intarsien-Strick, kein Aufdruck. Handwäsche oder Wollprogramm.</p><p><strong>Material:</strong> 70 % Wolle, 30 % Baumwolle</p>",LA DOCCIA,Mode,"Mode,oberteile,damen,KI-Bild",TRUE,Größe,XS,Farbe,Weiß,LD-P145-XS-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_creme.jpg,1,Strickpullover „Quadretti“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_creme.jpg,active
ld-p145-strickpullover-quadretti,,,,,,,,XS,,Schwarz,LD-P145-XS-SCH,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_anthrazit.jpg,
ld-p145-strickpullover-quadretti,,,,,,,,S,,Weiß,LD-P145-S-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_creme.jpg,
ld-p145-strickpullover-quadretti,,,,,,,,S,,Schwarz,LD-P145-S-SCH,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_anthrazit.jpg,
ld-p145-strickpullover-quadretti,,,,,,,,M,,Weiß,LD-P145-M-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_creme.jpg,
ld-p145-strickpullover-quadretti,,,,,,,,M,,Schwarz,LD-P145-M-SCH,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_anthrazit.jpg,
ld-p145-strickpullover-quadretti,,,,,,,,L,,Weiß,LD-P145-L-WEI,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_creme.jpg,
ld-p145-strickpullover-quadretti,,,,,,,,L,,Schwarz,LD-P145-L-SCH,,shopify,25,deny,manual,179,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_anthrazit.jpg,
ld-p145-strickpullover-quadretti,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_creme_v2.jpg,2,Strickpullover „Quadretti“,,
ld-p145-strickpullover-quadretti,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/145_creme_v3.jpg,3,Strickpullover „Quadretti“,,
ld-p146-track-jacke-pista,Track-Jacke „Pista“,<p>p146</p><p><strong>Gut zu wissen:</strong> Rippkragen mit Türkis-Orange-Tipping. Bei 30 °C waschen.</p><p><strong>Material:</strong> Technischer Jersey</p>,LA DOCCIA,Mode,"Mode,sport,herren,KI-Bild",TRUE,Größe,S,Farbe,Weiß,LD-P146-S-WEI,,shopify,25,deny,manual,199,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_weiss.jpg,1,Track-Jacke „Pista“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_weiss.jpg,active
ld-p146-track-jacke-pista,,,,,,,,S,,Schwarz,LD-P146-S-SCH,,shopify,25,deny,manual,199,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_schwarz.jpg,
ld-p146-track-jacke-pista,,,,,,,,M,,Weiß,LD-P146-M-WEI,,shopify,25,deny,manual,199,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_weiss.jpg,
ld-p146-track-jacke-pista,,,,,,,,M,,Schwarz,LD-P146-M-SCH,,shopify,25,deny,manual,199,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_schwarz.jpg,
ld-p146-track-jacke-pista,,,,,,,,L,,Weiß,LD-P146-L-WEI,,shopify,25,deny,manual,199,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_weiss.jpg,
ld-p146-track-jacke-pista,,,,,,,,L,,Schwarz,LD-P146-L-SCH,,shopify,25,deny,manual,199,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_schwarz.jpg,
ld-p146-track-jacke-pista,,,,,,,,XL,,Weiß,LD-P146-XL-WEI,,shopify,25,deny,manual,199,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_weiss.jpg,
ld-p146-track-jacke-pista,,,,,,,,XL,,Schwarz,LD-P146-XL-SCH,,shopify,25,deny,manual,199,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_schwarz.jpg,
ld-p146-track-jacke-pista,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_weiss_v2.jpg,2,Track-Jacke „Pista“,,
ld-p146-track-jacke-pista,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/146_weiss_v3.jpg,3,Track-Jacke „Pista“,,
ld-p147-kinder-daunenjacke-piumino,Kinder-Daunenjacke „Piumino“,"<p>p147</p><p><strong>Gut zu wissen:</strong> Wattiert statt Daune — pflegeleicht und tierfreundlich. Bei 30 °C waschbar.</p><p><strong>Material:</strong> Matter Baumwoll-Mix, Wattierung</p>",LA DOCCIA,Mode,"Mode,jacken,kinder,KI-Bild",TRUE,Größe,98/104,Farbe,Weiß,LD-P147-98104-WEI,,shopify,25,deny,manual,149,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_weiss.jpg,1,Kinder-Daunenjacke „Piumino“,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_weiss.jpg,active
ld-p147-kinder-daunenjacke-piumino,,,,,,,,98/104,,Gelb,LD-P147-98104-GEL,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_gelb.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,98/104,,Türkis,LD-P147-98104-TÜR,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_tuerkis.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,110/116,,Weiß,LD-P147-110116-WEI,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_weiss.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,110/116,,Gelb,LD-P147-110116-GEL,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_gelb.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,110/116,,Türkis,LD-P147-110116-TÜR,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_tuerkis.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,122/128,,Weiß,LD-P147-122128-WEI,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_weiss.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,122/128,,Gelb,LD-P147-122128-GEL,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_gelb.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,122/128,,Türkis,LD-P147-122128-TÜR,,shopify,25,deny,manual,149,TRUE,TRUE,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_tuerkis.jpg,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_weiss_v2.jpg,2,Kinder-Daunenjacke „Piumino“,,
ld-p147-kinder-daunenjacke-piumino,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/147_weiss_v3.jpg,3,Kinder-Daunenjacke „Piumino“,,
ld-p148-eau-de-parfum-torre-100-ml,"Eau de Parfum „Torre“, 100 ml","<p>p148</p><p><strong>Gut zu wissen:</strong> 15 % Duftölanteil, 100 ml. Der oberste Würfel ist der Deckel. Design geschützt.</p>",LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P148,,shopify,25,deny,manual,199,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/148_a.jpg,1,"Eau de Parfum „Torre“, 100 ml",,active
ld-p148-eau-de-parfum-torre-100-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/148_b.jpg,2,"Eau de Parfum „Torre“, 100 ml",,
ld-p148-eau-de-parfum-torre-100-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/148_c.jpg,3,"Eau de Parfum „Torre“, 100 ml",,
ld-p159-eau-de-parfum-torre-vetro-100-ml,"Eau de Parfum „Torre Vetro“, 100 ml",<p>p159</p><p><strong>Gut zu wissen:</strong> Satinierte Glas-Edition — dieselbe Duftkomposition wie „Torre“. Design geschützt.</p>,LA DOCCIA,Parfümerie,"Parfümerie,edp,KI-Bild",TRUE,Title,Default Title,,,LD-P159,,shopify,25,deny,manual,199,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/148_glas_a.jpg,1,"Eau de Parfum „Torre Vetro“, 100 ml",,active
ld-p159-eau-de-parfum-torre-vetro-100-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/148_glas_b.jpg,2,"Eau de Parfum „Torre Vetro“, 100 ml",,
ld-p159-eau-de-parfum-torre-vetro-100-ml,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/148_glas_c.jpg,3,"Eau de Parfum „Torre Vetro“, 100 ml",,
ld-p149-premium-polo-bottone,Premium-Polo „Bottone“,"<p>p149</p><p><strong>Gut zu wissen:</strong> Gestickte Gold-Wortmarke mit den vier Quadraten. Bei 30 °C waschen, Knöpfe unempfindlich.</p><p><strong>Material:</strong> Baumwoll-Piqué</p>",LA DOCCIA,Mode,"Mode,oberteile,herren,KI-Bild",TRUE,Größe,S,,,LD-P149-S,,shopify,25,deny,manual,149,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/149_a.jpg,1,Premium-Polo „Bottone“,,active
ld-p149-premium-polo-bottone,,,,,,,,M,,,LD-P149-M,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p149-premium-polo-bottone,,,,,,,,L,,,LD-P149-L,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p149-premium-polo-bottone,,,,,,,,XL,,,LD-P149-XL,,shopify,25,deny,manual,149,TRUE,TRUE,,,,,
ld-p149-premium-polo-bottone,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/149_a_v2.jpg,2,Premium-Polo „Bottone“,,
ld-p149-premium-polo-bottone,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/149_a_v3.jpg,3,Premium-Polo „Bottone“,,
ld-p150-track-jacke-pista-donna,Track-Jacke „Pista Donna“,"<p>p150</p><p><strong>Gut zu wissen:</strong> Stehkragen, zwei Reißverschlusstaschen. Bei 30 °C waschen.</p><p><strong>Material:</strong> Technischer Jersey</p>",LA DOCCIA,Mode,"Mode,sport,damen,KI-Bild",TRUE,Größe,XS,,,LD-P150-XS,,shopify,25,deny,manual,189,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/150_a.jpg,1,Track-Jacke „Pista Donna“,,active
ld-p150-track-jacke-pista-donna,,,,,,,,S,,,LD-P150-S,,shopify,25,deny,manual,189,TRUE,TRUE,,,,,
ld-p150-track-jacke-pista-donna,,,,,,,,M,,,LD-P150-M,,shopify,25,deny,manual,189,TRUE,TRUE,,,,,
ld-p150-track-jacke-pista-donna,,,,,,,,L,,,LD-P150-L,,shopify,25,deny,manual,189,TRUE,TRUE,,,,,
ld-p150-track-jacke-pista-donna,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/150_a_v2.jpg,2,Track-Jacke „Pista Donna“,,
ld-p150-track-jacke-pista-donna,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/150_a_v3.jpg,3,Track-Jacke „Pista Donna“,,
ld-p151-kinder-strickpulli-quadretti-mini,Kinder-Strickpulli „Quadretti Mini“,"<p>p151</p><p><strong>Gut zu wissen:</strong> Rippbündchen an Kragen und Ärmeln. Wollwaschgang, liegend trocknen.</p><p><strong>Material:</strong> Weiche Wollmischung</p>",LA DOCCIA,Mode,"Mode,oberteile,kinder,KI-Bild",TRUE,Größe,98/104,,,LD-P151-98104,,shopify,25,deny,manual,69,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/151_a.jpg,1,Kinder-Strickpulli „Quadretti Mini“,,active
ld-p151-kinder-strickpulli-quadretti-mini,,,,,,,,110/116,,,LD-P151-110116,,shopify,25,deny,manual,69,TRUE,TRUE,,,,,
ld-p151-kinder-strickpulli-quadretti-mini,,,,,,,,122/128,,,LD-P151-122128,,shopify,25,deny,manual,69,TRUE,TRUE,,,,,
ld-p151-kinder-strickpulli-quadretti-mini,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/151_a_v2.jpg,2,Kinder-Strickpulli „Quadretti Mini“,,
ld-p151-kinder-strickpulli-quadretti-mini,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/151_a_v3.jpg,3,Kinder-Strickpulli „Quadretti Mini“,,
ld-p152-cap-coriandoli,Cap „Coriandoli“,"<p>p152</p><p><strong>Gut zu wissen:</strong> Silberne Metallschließe, größenverstellbar. Nicht waschen, feucht abwischen.</p><p><strong>Material:</strong> 100 % Baumwoll-Twill</p>",LA DOCCIA,Mode,"Mode,huete,herren,KI-Bild",TRUE,Title,Default Title,,,LD-P152,,shopify,25,deny,manual,79,TRUE,TRUE,https://raw.githubusercontent.com/Hassan-aesthetica/la-doccia/main/assets/p/122_a.jpg,1,Cap „Coriandoli“,,active
